,CustomerID,Price,Product_Bag,Product_Baseball_Kit,Product_Basket_Ball,Product_Bed,Product_Bench,Product_Cabinet,Product_Camping_Net,Product_Chair,Product_Computer,Product_Cooler,Product_Couch,Product_Cricket_Bat,Product_Cricket_Kit,Product_Cupboard,Product_Desk,Product_Football,Product_Fridge,Product_Half_Pant,Product_Heater,Product_Hockey_Kit,Product_Hoodie,Product_Javeline,Product_Joggers,Product_Laptop,Product_Medical_Kit,Product_Pant,Product_Rope,Product_Season_Ball,Product_Shelve,Product_Shirt,Product_Shoes,Product_Sleeping_Bag,Product_Slippers,Product_Smartphone,Product_Soffa,Product_Speaker,Product_Stand,Product_Stick,Product_Stove,Product_Suit,Product_TShirt,Product_TT_Kit,Product_TV,Product_Table,Product_Tablet,Product_Tennis_Ball,Product_Tools_Kit,Color_c,Color_g,Color_p,Color_r,Color_w,Color_y,Size_M,Size_S,Size_XL,Size_XXL,Cluster
5274,5275,12294.04,0,1,1,0,2,1,0,2,0,1,0,0,2,0,2,0,1,1,0,1,0,2,0,0,2,1,1,1,0,2,1,0,2,1,0,0,0,0,3,0,0,2,0,0,1,0,0,8,9,5,7,3,1,8,8,4,7,3
5275,5276,4418.67,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,3,3,5,3,3,1,4,2,5,3,4
5276,5277,3137.38,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,2,3,2,0,2,2,1,6,0
5277,5278,6415.91,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,3,2,2,3,1,7,4,2,4
5278,5279,7611.33,0,1,1,0,0,0,1,0,0,0,0,0,2,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,2,2,1,2,0,0,0,1,0,1,1,0,1,0,0,0,1,0,3,6,3,2,4,4,8,3,7,8,1
5279,5280,9401.385,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,3,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,2,6,3,4,6,2,2,6,4,8,1
5280,5281,9275.83,1,1,2,0,0,0,0,1,0,0,1,1,0,1,1,1,0,3,0,1,2,0,1,0,1,0,0,0,0,2,0,0,1,1,0,1,0,0,0,1,0,1,1,0,2,1,0,2,3,3,5,2,8,6,6,7,7,1
5281,5282,6992.78,3,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,1,1,0,0,0,6,4,0,2,3,2,4,7,4,3,1
5282,5283,9468.42,1,0,1,0,0,3,1,0,0,2,0,1,2,0,0,0,0,0,1,0,1,1,3,0,1,2,1,0,1,2,0,1,2,0,0,0,1,1,1,0,2,2,2,1,0,1,0,7,2,7,4,3,5,9,4,7,11,3
5283,5284,10334.435,0,4,1,0,0,1,0,0,0,0,0,1,3,0,0,2,0,2,0,1,1,0,1,1,3,0,2,0,0,1,0,2,0,1,1,1,0,2,1,2,1,0,1,1,0,0,1,7,4,10,5,5,4,8,5,11,10,3
5284,5285,5408.85,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,1,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,4,1,3,1,2,2,4
5285,5286,12743.87,1,1,1,0,0,3,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,2,1,0,1,1,2,0,0,0,1,0,0,0,0,3,0,0,2,0,1,4,5,1,7,3,7,6,7,4,2
5286,5287,7997.63,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,3,1,1,0,0,0,0,1,2,3,0,0,1,0,0,2,0,3,6,3,2,3,5,2,4,5,6,6,1
5287,5288,13477.495,1,0,1,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,1,1,0,1,1,1,0,2,2,0,0,0,1,2,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,4,3,3,3,4,7,6,9,5,3,2
5288,5289,8272.630000000001,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,3,2,1,0,2,0,2,1,5,3,2,6,5,2,2,7,5,1
5289,5290,8652.56,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,1,1,1,1,1,1,1,1,2,1,0,0,0,0,1,2,0,0,0,0,0,0,2,2,0,5,3,2,5,3,1,9,5,3,4,1
5290,5291,9186.875,2,1,0,0,1,0,2,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,1,4,1,0,2,2,2,0,0,0,0,0,0,3,0,0,0,1,0,2,0,1,5,8,5,6,5,0,5,8,11,2,1
5291,5292,8632.66,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,1,0,0,1,2,0,2,0,1,1,0,0,0,0,1,0,0,2,2,2,3,4,2,2,1,8,1,1
5292,5293,2360.1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,3,1,0,2,2,3,1,1,5,3,0
5293,5294,4224.61,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,2,3,0,4,4,1,3,0
5294,5295,9623.985,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,1,2,2,5,2,5,5,4,5,4,3
5295,5296,7229.175,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,2,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,2,5,5,3,1,3,3,4,7,1,7,1
5296,5297,2328.745,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,1,3,0,0,2,4,2,0
5297,5298,3645.765,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,1,0,3,3,1,1,0
5298,5299,14376.475,3,0,1,0,1,1,0,0,2,1,0,0,1,0,0,0,0,1,2,1,1,0,1,0,0,1,1,0,0,0,1,1,2,0,0,0,0,0,1,0,2,0,1,0,2,1,0,4,6,4,6,4,5,6,8,2,7,2
5299,5300,6519.005,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,5,2,1,2,3,1,4,1,3,4
5300,5301,3817.32,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1,2,0,2,2,1,1,0
5301,5302,8048.625,2,1,0,0,0,0,1,2,0,0,0,1,1,1,0,0,0,2,0,0,0,0,1,0,3,2,2,0,0,0,1,0,1,1,0,1,0,2,0,0,1,2,1,0,0,0,2,4,4,6,3,8,3,7,3,4,7,1
5302,5303,8422.74,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,2,2,1,0,0,0,0,1,0,0,0,2,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,3,8,4,2,2,2,4,1
5303,5304,7022.305,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,2,2,1,0,1,0,0,1,1,2,0,0,0,0,1,0,0,1,1,0,0,0,0,1,6,3,4,1,3,4,2,3,10,1
5304,5305,3132.215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,2,1,3,2,1,4,2,1,3,0
5305,5306,9088.395,1,3,0,0,0,0,1,1,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,1,0,3,4,0,0,1,0,1,1,2,0,1,0,1,1,1,3,0,0,0,1,1,0,5,6,5,2,4,6,6,9,4,6,1
5306,5307,4400.485000000001,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,4,0,1,2,0,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,6,4,0,4,0,2,2,5,3,6,4
5307,5308,6879.735,1,2,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,2,3,3,3,0,1,4,2,5,1
5308,5309,7718.375,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,3,0,2,1,0,0,0,0,1,0,0,2,1,1,1,1,3,2,4,2,2,4,4,3,9,6,1
5309,5310,9312.725,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,2,0,2,0,0,0,0,1,1,2,0,2,3,1,3,2,6,4,8,1,7,1,1
5310,5311,13112.85,0,0,0,1,2,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,1,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,1,0,3,5,4,2,3,4,4,4,2
5311,5312,4543.25,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,3,6,2,1,2,2,6,1,4
5312,5313,11069.414999999999,3,1,0,0,0,0,1,0,2,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,3,2,2,3,2,5,5,0,6,6,3
5313,5314,6512.72,1,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,1,1,1,0,0,2,0,0,2,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,7,2,1,1,5,1,8,4,4,3,4
5314,5315,6388.2699999999995,2,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,1,0,0,0,1,0,0,1,0,2,2,1,3,0,1,0,0,1,0,4,6,3,2,4,4,3,7,5,3,4
5315,5316,7481.9,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,2,0,0,1,2,0,2,0,0,0,0,0,0,0,0,2,3,2,1,3,2,3,3,4,1
5316,5317,6430.165,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,1,1,0,0,0,2,0,1,0,2,6,2,3,3,0,4,6,3,1,4
5317,5318,3444.3599999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,2,2,0,0,1,4,3,2,1,0,0,3,3,1,0
5318,5319,4819.52,1,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,2,1,2,0,2,2,5,3,4
5319,5320,2639.695,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,0,0,2,2,3,2,0
5320,5321,8571.395,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,2,1,0,0,3,0,2,1,1,1,0,0,0,1,0,1,0,0,0,2,1,0,2,0,0,0,0,1,1,5,3,5,3,3,2,6,4,6,5,1
5321,5322,9180.745,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,3,0,0,0,2,1,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,2,7,1,7,3,2,3,3,8,7,1
5322,5323,4361.15,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,5,2,2,5,1,5,2,4,5,4
5323,5324,6354.085,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1,1,1,0,1,0,1,1,1,0,0,0,0,1,3,0,0,0,0,0,2,1,1,0,0,0,1,0,0,3,0,6,4,5,4,8,4,2,8,4
5324,5325,12078.985,2,0,0,0,0,1,4,0,0,0,2,0,0,0,1,0,0,2,0,3,2,0,2,2,2,2,2,0,0,0,2,1,0,2,0,1,0,2,1,0,0,1,1,0,1,1,0,5,5,7,8,4,4,11,7,7,11,3
5325,5326,3944.2599999999998,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,1,1,0,0,0,0,3,1,0,0,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,5,0,4,4,5,4,1,4,0
5326,5327,10555.619999999999,4,0,1,0,0,2,5,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,6,6,3,0,7,2,9,3,3,7,3
5327,5328,5378.855,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,2,1,1,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,3,2,1,3,2,1,2,6,5,2,4
5328,5329,3577.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,2,4,0,2,1,3,1,2,2,0
5329,5330,4562.860000000001,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,3,1,0,1,3,2,1,4
5330,5331,6060.66,1,0,0,0,0,0,2,0,0,0,1,0,0,1,2,1,1,2,0,1,1,0,1,0,0,0,2,1,0,1,1,1,1,0,0,0,0,2,1,0,1,0,0,0,0,2,0,6,4,8,2,3,3,6,6,5,6,4
5331,5332,3101.025,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,1,3,2,1,4,1,0
5332,5333,6222.09,0,1,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,4,3,3,4,3,2,2,2,4,6,4
5333,5334,6848.12,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,3,2,3,3,3,4,5,2,4,1
5334,5335,4170.06,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,3,1,3,0,0,3,3,2,0,0
5335,5336,7142.305,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,3,3,2,5,4,1,4,5,1
5336,5337,5923.9400000000005,1,1,0,0,0,0,3,0,0,0,1,0,1,0,0,0,1,2,1,0,0,0,2,0,1,3,0,1,0,0,2,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,4,3,2,11,3,3,5,5,7,6,4
5337,5338,15419.665,1,0,0,0,0,1,1,0,2,0,1,1,0,0,0,1,0,1,1,1,0,1,2,1,2,1,2,1,0,2,0,0,1,0,2,1,0,2,3,1,0,1,1,0,2,1,1,5,6,5,4,6,7,5,8,9,9,2
5338,5339,1941.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,1,2,0,3,0
5339,5340,6853.5599999999995,0,0,2,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,2,2,2,1,4,3,1,5,1
5340,5341,8848.535,0,2,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,2,2,1,5,2,4,4,5,4,4,6,1
5341,5342,7290.29,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,2,1,0,1,1,0,0,4,4,3,2,2,2,2,4,1,9,1
5342,5343,1145.265,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,2,2,1,1,1,3,1,0,2,0
5343,5344,5224.23,1,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,3,1,4,5,3,2,4,7,3,5,4
5344,5345,5711.639999999999,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,4,0,0,3,3,2,4,1,3,4
5345,5346,3975.83,1,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,1,1,0,0,2,0,2,0,0,2,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,4,1,2,2,4,3,2,5,5,4,0
5346,5347,19650.285,1,0,0,2,1,2,2,0,1,1,0,1,1,2,0,3,1,1,0,1,0,0,2,0,0,0,0,0,2,1,1,2,0,1,0,0,0,0,1,2,0,1,2,0,3,0,1,8,7,3,4,5,7,10,3,11,5,2
5347,5348,3419.23,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,3,3,5,3,3,2,3,0
5348,5349,7779.16,1,0,1,0,0,0,1,0,2,0,0,0,0,1,0,0,1,1,0,0,0,2,1,1,0,0,0,0,0,1,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,4,1,3,3,1,1,4,5,4,6,1
5349,5350,8969.85,1,2,0,0,0,1,0,1,1,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,2,0,1,0,2,0,2,1,0,0,0,1,0,0,0,2,4,3,5,2,5,4,7,6,1,6,1
5350,5351,7162.235000000001,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,2,1,4,4,3,3,2,4,3,1
5351,5352,3473.105,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,1,1,5,1,3,2,2,4,0
5352,5353,3657.64,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,2,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,4,1,3,1,4,2,5,6,1,3,0
5353,5354,2008.8799999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,3,4,2,0,1,2,2,3,5,3,0
5354,5355,10099.255,1,0,1,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,3,1,1,0,0,0,0,0,4,2,1,5,4,2,6,3,0,9,3
5355,5356,6568.96,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,0,0,2,0,1,0,1,0,2,0,1,0,0,1,3,5,2,6,1,2,7,2,3,3,4
5356,5357,1753.83,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,3,0,2,1,0
5357,5358,4579.51,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,1,1,1,2,0,3,0,5,3,1,0,3,4,4
5358,5359,7145.805,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,1,2,0,0,1,2,1,3,1
5359,5360,9504.62,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,2,0,1,3,6,6,2,3,2,5,4,4,5,3
5360,5361,11635.51,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,2,0,0,0,1,2,0,0,0,0,2,1,1,2,0,0,1,1,1,4,3,2,3,1,7,6,2,5,6,6,3
5361,5362,13040.65,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,2,2,0,4,1,0,0,0,0,0,1,1,1,3,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,4,6,3,4,1,6,5,7,8,7,2
5362,5363,4830.95,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,3,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,2,0,0,0,0,0,0,2,5,3,1,1,3,3,3,5,3,4
5363,5364,4008.9500000000003,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3,0,2,4,2,2,0,4,5,3,0
5364,5365,8194.825,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,2,2,2,3,1,1,1
5365,5366,5109.875,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,1,1,0,1,0,1,0,0,1,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,3,1,0,6,3,3,3,4,8,3,4
5366,5367,2510.945,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,1,3,3,0,1,1,0
5367,5368,5712.4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,4,1,2,3,3,1,1,4
5368,5369,5167.89,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,2,2,2,5,1,3,1,4
5369,5370,9972.79,0,2,1,1,0,0,2,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,2,1,0,1,0,0,2,0,1,6,4,3,3,8,2,4,7,7,5,3
5370,5371,4722.58,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,2,2,1,6,1,4,2,2,3,4,4
5371,5372,9491.935,3,0,2,0,0,0,2,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,3,2,4,2,2,0,0,1,0,4,1,0,0,0,0,0,0,0,1,3,0,0,0,0,1,5,6,4,11,7,2,12,4,5,10,3
5372,5373,2701.5,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,2,2,0,4,0,1,1,3,0,0
5373,5374,6567.905,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,2,0,0,1,1,2,1,1,2,0,3,3,5,4,5,1,6,5,6,5,4
5374,5375,11002.88,1,1,0,0,1,1,3,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,1,2,1,2,2,1,1,0,0,0,3,5,5,5,5,3,2,3,9,7,5,3
5375,5376,1833.385,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,1,3,2,2,1,2,0
5376,5377,3037.0499999999997,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,1,6,1,1,3,3,4,6,3,0,0
5377,5378,12834.89,0,0,0,0,1,0,0,0,2,2,0,0,1,0,0,0,1,1,0,0,2,0,0,2,1,0,0,0,1,1,1,1,2,1,0,0,0,0,1,0,0,0,0,0,1,0,1,3,4,5,2,6,1,8,4,3,5,2
5378,5379,11129.95,2,2,2,0,0,0,1,1,0,1,2,2,1,0,2,0,2,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,1,0,1,2,2,0,0,1,2,7,5,6,5,7,3,9,10,4,4,3
5379,5380,10717.57,0,0,0,0,0,0,1,1,0,2,1,0,0,0,1,0,0,4,1,0,2,0,0,0,1,1,0,0,2,3,2,2,1,1,0,2,0,2,3,1,1,0,0,0,0,3,1,6,8,3,2,8,7,10,5,10,6,3
